ID,StoryNum,BG_ID,SFX_ID,OpeningCutScene,Text_kr,Text_en,Font_Direction
12001,1000003,100000001,Null,400000008,프란츠 국립 군사 학교의 붉은 승부사.,,2000001
12002,1000003,100000001,Null,400000008,난 남들과의 경쟁에서 져본 적 없다.,,2000001
12003,1000003,100000001,Null,400000009,"그런 내가 처음으로 맛본 굴욕은 나에게 아무런 연줄과 배경이 없단 이유로
보급 관련 부대에 처박은 것이다.",,2000001
12004,1000003,100000001,Null,400000009,전선에 나가 프란츠를 위해 적들을 이기는 것이 나의 숙명이라고 생각했다.,,2000001
12005,1000003,100000001,Null,400000009,그리고 오늘 그 기회가 나에게 돌아왔다.,,2000001
12006,1000003,100000001,Null,400000001,‘기필코 내가 전선으로 나간다.’,,2000001
12007,1000003,100000001,Null,400000001,눈을 굴려 주변을 보니 다들 긴장한 표정이 역력하다.,,2000001
12008,1000003,100000001,Null,400000001,내가 여기서 이들을 이기고 반드시 전선의 지휘관 자리에 오를 것이다.,,2000001
12009,1000003,100000001,1000000001,400000002,“다음 들어오시죠.”,,2000001
12010,1000003,100000001,Null,400000003,굳은 다짐과 함께 화려한 장식들이 눈 아프게 번쩍거리는 알현실에 들어섰다.,,2000001
12011,1000003,100000001,Null,400000003,첫인상이 중요하다.,,2000001
12012,1000003,100000001,Null,400000003,각을 맞춘 경례에 국왕 폐하는 손을 흔들며 쉬라는 표시를 한다.,,2000001
12013,1000003,100000001,Null,400000004,“좌석에 앉으면 되네.”,,2000001
12014,1000003,100000001,Null,400000003,국왕 폐하는 손으로 앞에 놓인 의자를 가리켰다.,,2000001
12015,1000003,100000001,Null,400000003,“네! 감사합니다.”,,2000001
12016,1000003,100000001,Null,400000004,“그렇게 힘주지 않아도 되네. 그리 어려운 자리가 아니니 말이네.”,,2000001
12017,1000003,100000001,Null,400000004,“어디 보자.. 퓔레의 지휘관이군.. 퓔레가 한적하니 좋은 장소지. 안 그런가?”,,2000001
12018,1000003,100000001,Null,400000003,"“휴양지로서는 좋은 장소라고 생각됩니다.
하지만 지금 제가 있을 곳은 아니라는 생각이 듭니다.”",,2000001
12019,1000003,100000001,Null,400000004,"“오호라.. 그런가.. 후방의 보급, 수송 대대의 지휘관이로군.”",,2000001
12020,1000003,100000001,Null,400000003,내 말에 국왕 폐하는 흥미롭다는 듯 다시 한번 내 지원서를 읽어본다.,,2000001
12021,1000003,100000001,Null,400000004,"“흠.. 군사 학교에서 대부분의 이론 성적은 평범하지만..
실기들에서는 교수들의 평가가 좋구만.”",,2000001
12022,1000003,100000001,Null,400000004,"“남에게 지는 것을 싫어하고, 이기기 위해서 뛰어난 발상으로 허를 찌르고는 한다라..”",,2000001
12023,1000003,100000001,Null,400000004,“승부욕이 굉장히 큰 것 같군. 지휘관.”,,2000001
12024,1000003,100000001,Null,400000003,"“네 저는 져본 적이 없습니다. 진다고 해도
어떻게든 다시 이기기 위해 몇 번이고 도전하는 사람입니다.”",,2000001
12025,1000003,100000001,Null,400000004,“대단한 자신감이군.. 출신이.. 크리스티아 고아원이군.”,,2000001
12026,1000003,100000001,Null,400000003,“네. 저희 부모님은 1차 대전 때 모두 돌아가셨습니다.”,,2000001
12027,1000003,100000001,Null,400000004,"“그럼, 전쟁이 지긋지긋 하겠구만.
어째서 전선의.. 이 최전방의 지휘관으로 지원을 한 것인가?”",,2000001
12028,1000003,100000001,Null,400000003,"“이 국가는 제 집이고 제 부모님의 나라입니다.
그런 나라를 지키는 것이 제가 할 일이라고 계속 해서 생각했습니다.”",,2000001
12029,1000003,100000001,Null,400000004,“하지만 그것만으로는 부족하네. 자네는 전투 지휘 경험이 전무하지 않은가.”,,2000001
12030,1000003,100000001,Null,400000003,알고 있다. 나는 내 전투 경험이라고 해봐야 군사 학교에서의 모의 전투가 다였다.,,2000001
12031,1000003,100000001,Null,400000003,"그러나 내 목표는 무엇인가, 전장의 지휘관이 아닌가.",,2000001
12032,1000003,100000001,Null,400000003,“맞습니다. 하지만 저는 1차 대전 당시 저메니군에 의해 저희 부모님을 잃었습니다.”,,2000001
12033,1000003,100000001,Null,400000003,"“제 승부욕과 지금 국왕 폐하의 앞에 설 수 있게 한 원동력은
바로 그 괴롭힘에 대한 복수심입니다.”",,2000001
12034,1000003,100000001,Null,400000003,“전.. 저와 같은 슬픈 경험을 다른 아이들이 하지 않게 할 것입니다.”,,2000001
12035,1000003,100000001,Null,400000004,“호.. 복수심이라. 아주 좋은 원동력이지. 그러나 현실적으로 말하겠네.”,,2000001
12036,1000003,100000001,Null,400000003,내 지원서를 책상 위에 올려놓고 한숨을 쉰 국왕 폐하는 다시 숨을 들이마셨다.,,2000001
12037,1000003,100000001,Null,400000004,"“자네도 알겠지만 지금 전투 한번 한번이 중요한 시기네.
이 한 번의 전투로 우리 프란츠의 국운이 좌지우지될 걸세.”",,2000001
12038,1000003,100000001,Null,400000004,"“지금 같은 시기에 자네가 국왕이라면 과연 자네같이 전투 경험이 전무한
새파란 꼬맹이를 중요한 전장의 지휘관에 앉힐 수 있겠는가?”",,2000001
12039,1000003,100000001,Null,400000003,맞는 말이다. 뭐라 대꾸할 말이 떠오르지 않는다.,,2000001
12040,1000003,100000001,1000000009,400000004,“잠깐..”,,2000001
12041,1000003,100000001,Null,400000003,국왕 폐하는 잠시 오른쪽 귀에 손을 대고는 고개를 살짝 돌렸다.,,2000001
12042,1000003,100000001,Null,400000004,“이보게 박사.. 그게 무슨.. 아니 .. 새파란 꼬맹.. 쯧..”,,2000001
12043,1000003,100000001,Null,400000003,"작은 소리로 고개를 돌려 말하던 국왕 폐하는
잠깐 눈을 돌려 나를 보더니 다시 정면으로 나를 바라봤다.",,2000001
12044,1000003,100000001,Null,400000004,“어흠.. 흠..흠”,,2000001
12045,1000003,100000001,Null,400000003,“어디 불편하십니까? 폐하.”,,2000001
12046,1000003,100000001,Null,400000004,“그런게 아니네. 걱정말게나.. 잠깐.. 흠..”,,2000001
12047,1000003,100000001,Null,400000003,폐하의 눈은 천장을 향했다 다시 나를 바라보았다.,,2000001
12048,1000003,100000001,Null,400000004,"“다시보니.. 뭐 전술, 전략에 능하다는 평가도 있고..
무엇보다 사격술, 무술, 총검술.. 직접 나서는 지휘관이라..”",,2000001
12049,1000003,100000001,Null,400000004,“아하하하! 병사들에게 아주 좋은 롤모델이 될 가능성이 충분하겠어! 흠흠..”,,2000001
12050,1000003,100000001,Null,400000003,갑자기 분위기가 좋아지며 폐하는 어색하게 큰 소리로 웃기 시작했다.,,2000001
12051,1000003,100000001,Null,400000003,“좋게 봐주셔서 감사합니다. 그럼.. 좋은 결과를 기대해도 되는 겁니까?”,,2000001
12052,1000003,100000001,Null,400000004,"“젊은 친구가 아주 단도직입적이군!
이런 시원시원한 성격이 있어야 전선이 돌아가는 걸세!”",,2000001
12053,1000003,100000001,Null,400000004,“결과는 아마 왕궁 중앙 우편국에서 결과지를 보내 줄 걸세.”,,2000001
12054,1000003,100000001,1000000001,400000001,경례를 하고 돌아 나와 다시 복도로 나왔다.,,2000001
12055,1000003,100000001,Null,400000001,드디어 나의 숙명이 이루어질 것이다.,,2000001
12056,1000003,100000001,Null,400000005,“잠깐 자네.”,,2000001
12057,1000003,100000001,Null,400000001,“네?”,,2000001
